Intersection,Agglomération,Catégorie de route,Aménagement - Infrastructure,Voie,V1,Régime de circulation,Nombre total de voies de circulation,PR,PR1,Voie spéciale,Profil en long,Tracé en plan,Latitude,Longitude,Numac,Code Insee,Geofla Match,Coordonnées
Hors intersection,8,Voie Communale,0,0,0,2,0,,,0,1,Partie rectiligne,,,83542,59350,O,50.6317183168
Hors intersection,5,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,83549,59646,O,50.6750984751
Hors intersection,7,Voie Communale,0,0,0,2,0,,,0,1,Partie rectiligne,,,84680,59009,O,50.6324372393
Hors intersection,6,Parc de stationnement ouvert à la circulation publique,0,0,0,1,0,,,0,1,Partie rectiligne,,,84741,59378,O,50.6753348557
Intersection en X,6,Voie Communale,Carrefour aménagé,0,0,2,0,,,0,1,Partie rectiligne,,,84742,59378,O,50.6753348557
Hors intersection,6,Voie Communale,0,0,0,2,4,,,Bande cyclable,1,Partie rectiligne,,,84745,59378,O,50.6753348557
Place,7,Parc de stationnement ouvert à la circulation publique,0,0,0,0,1,,,0,1,1,,,84768,59009,O,50.6324372393
Hors intersection,1,Autoroute,0,25,0,3,4,10,50,0,1,Partie rectiligne,,,84828,59195,O,50.6262888459
Hors intersection,5,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,84865,59560,O,50.5462914067
Hors intersection,6,Route Départementale,0,0,0,2,2,,,0,1,Partie rectiligne,,,84884,59378,O,50.6753348557
Hors intersection,6,Voie Communale,0,0,0,2,2,,,Piste cyclable,1,Partie rectiligne,,,84988,59378,O,50.6753348557
Hors intersection,6,Route Départementale,0,0,0,1,2,,,0,1,Partie rectiligne,,,85058,59378,O,50.6753348557
Hors intersection,5,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,85061,59507,O,50.6044738955
Hors intersection,5,Voie Communale,0,0,0,2,3,,,0,1,Partie rectiligne,,,85069,59648,O,50.5864928159
Intersection en X,7,Voie Communale,0,0,0,2,2,1,0,0,1,Partie rectiligne,,,85098,59599,O,50.7254418902
Intersection en X,8,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,85150,59350,O,50.6317183168
Intersection en X,6,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,85237,59368,O,50.6548883138
Hors intersection,1,Autoroute,0,1,0,3,6,200,0,0,1,Partie rectiligne,,,85380,59560,O,50.5462914067
Intersection en Y,6,Voie Communale,0,0,0,2,2,,,0,1,En courbe à droite,,,85394,59368,O,50.6548883138
Intersection en T,5,Voie Communale,0,0,0,1,1,,,0,1,En courbe à gauche,,,85417,59636,O,50.6957054596
Hors intersection,1,Route Départementale,0,0,0,3,0,,,0,1,Partie rectiligne,,,85433,59009,O,50.6324372393
Intersection en X,6,Route Départementale,0,0,0,1,3,,,0,1,Partie rectiligne,,,85437,59378,O,50.6753348557
Intersection en T,4,Voie Communale,0,0,0,1,2,,,0,1,Partie rectiligne,,,85438,59356,O,50.6631680443
Intersection en T,6,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,85523,59368,O,50.6548883138
Hors intersection,4,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,85590,59566,O,50.6248188486
Intersection en X,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,85827,59599,O,50.7254418902
Hors intersection,8,Voie Communale,Souterrain - tunnel,0,0,2,4,,,0,2,Partie rectiligne,,,85915,59350,O,50.6317183168
Hors intersection,8,Voie Communale,0,0,,3,4,,,0,1,Partie rectiligne,,,85992,59350,O,50.6317183168
Intersection en T,8,Voie Communale,0,0,,3,4,,,Bande cyclable,1,Partie rectiligne,,,85994,59350,O,50.6317183168
Hors intersection,1,Autoroute,Bretelle d’échangeur ou de raccordement,27,0,1,2,0,500,0,1,En courbe à droite,,,224633,59346,O,50.6111691928
Hors intersection,1,Route Nationale,0,227,0,1,5,1,800,0,2,En courbe à droite,,,224671,59009,O,50.6324372393
Intersection en X,5,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,224738,59286,O,50.6044150332
Intersection en T,8,Voie Communale,0,0,0,2,2,,,Piste cyclable,1,Partie rectiligne,,,224740,59350,O,50.6317183168
Hors intersection,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,224769,59599,O,50.7254418902
Hors intersection,7,Voie Communale,Zone piétonne,0,0,2,0,,,0,1,Partie rectiligne,,,224789,59599,O,50.7254418902
Intersection en T,8,Voie Communale,0,0,0,2,4,,,0,1,Partie rectiligne,,,224844,59350,O,50.6317183168
Intersection en X,8,Voie Communale,Carrefour aménagé,0,0,2,2,,,0,1,Partie rectiligne,,,224862,59350,O,50.6317183168
Hors intersection,6,Voie Communale,0,0,0,3,1,,,0,1,Partie rectiligne,,,224886,59368,O,50.6548883138
Hors intersection,5,Voie Communale,0,0,0,2,3,,,Voie réservée,1,Partie rectiligne,,,224930,59527,O,50.6597692969
Hors intersection,6,Voie Communale,0,0,0,1,2,,,0,1,Partie rectiligne,,,224980,59378,O,50.6753348557
Intersection en X,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,225085,59009,O,50.6324372393
Intersection en T,8,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,225176,59350,O,50.6317183168
Intersection en X,7,Voie Communale,Carrefour aménagé,0,0,2,2,,,0,1,Partie rectiligne,,,225194,59009,O,50.6324372393
Hors intersection,7,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,225207,59009,O,50.6324372393
Intersection en Y,7,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,225212,59599,O,50.7254418902
Intersection en X,7,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,225393,59512,O,50.6879774811
Hors intersection,1,Autoroute,0,16,,3,,210,300,0,0,0,,,225281,59507,O,50.6044738955
Hors intersection,7,Voie Communale,0,0,,2,1,,,0,1,Partie rectiligne,,,225285,59009,O,50.6324372393
Intersection en X,1,Voie Communale,0,0,,3,2,,,0,1,Partie rectiligne,,,225299,59512,O,50.6879774811
Hors intersection,6,Route Nationale,0,0,0,1,2,,,Piste cyclable,1,Partie rectiligne,,,83433,59368,O,50.6548883138
Hors intersection,5,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,83445,59507,O,50.6044738955
Hors intersection,1,Autoroute,0,25,0,3,3,14,0,0,1,Partie rectiligne,,,83487,59143,O,50.6659536434
Intersection en T,6,Voie Communale,0,0,0,2,0,,,0,1,Partie rectiligne,,,83520,59360,O,50.608350368
Hors intersection,8,Voie Communale,0,0,0,2,3,,,Piste cyclable,1,Partie rectiligne,,,83529,59350,O,50.6317183168
Hors intersection,1,Route Nationale,0,356,0,3,2,8,0,0,1,Partie rectiligne,,,83565,59646,O,50.6750984751
Intersection en T,8,Voie Communale,Carrefour aménagé,0,0,2,2,,,0,1,Partie rectiligne,,,83584,59350,O,50.6317183168
Hors intersection,5,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,83585,59527,O,50.6597692969
Hors intersection,8,Voie Communale,Bretelle d’échangeur ou de raccordement,0,0,1,1,,,0,1,En courbe à droite,,,83606,59350,O,50.6317183168
Hors intersection,1,Autoroute,0,1,0,3,3,205,500,0,1,Partie rectiligne,,,84408,59609,O,50.5731550754
Giratoire,5,Voie Communale,0,0,0,2,2,,,0,1,En courbe à droite,,,84446,59560,O,50.5462914067
Hors intersection,8,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,84448,59350,O,50.6317183168
Intersection en X,8,autre,Zone piétonne,0,0,0,1,,,Voie réservée,1,1,,,84536,59350,O,50.6317183168
Hors intersection,7,Voie Communale,0,0,0,2,0,,,Bande cyclable,1,En courbe à droite,,,85672,59009,O,50.6324372393
Hors intersection,6,Voie Communale,0,0,0,1,1,,,0,1,Partie rectiligne,,,85692,59378,O,50.6753348557
Hors intersection,1,Voie Communale,0,0,0,2,0,,,0,1,Partie rectiligne,,,85784,59328,O,50.6522053005
Hors intersection,6,Voie Communale,0,0,0,2,2,,,Piste cyclable,1,En courbe à gauche,,,85806,59328,O,50.6522053005
Hors intersection,1,Voie Communale,0,0,0,1,1,,,0,1,Partie rectiligne,,,85811,59009,O,50.6324372393
Hors intersection,1,Autoroute,0,22,0,3,4,12,190,0,0,0,,,85855,59646,O,50.6750984751
Hors intersection,1,Autoroute,0,25,0,3,6,3,400,0,0,Partie rectiligne,,,85940,59350,O,50.6317183168
Hors intersection,1,Autoroute,0,1,0,3,6,205,500,0,0,0,,,85941,59609,O,50.5731550754
Intersection en X,8,Voie Communale,0,0,,1,1,,,0,1,Partie rectiligne,,,86068,59350,O,50.6317183168
Hors intersection,1,Route Départementale,0,652,,3,4,9,0,0,0,0,,,86100,59636,O,50.6957054596
Intersection en T,6,Voie Communale,0,0,,2,1,,,0,1,Partie rectiligne,,,86127,59017,O,50.6913797537
Hors intersection,1,Route Départementale,0,656,,3,4,6,840,0,1,Partie rectiligne,,,86134,59378,O,50.6753348557
Intersection en T,7,Voie Communale,0,0,,2,2,,,Piste cyclable,1,Partie rectiligne,,,86188,59599,O,50.7254418902
Intersection en T,6,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,86212,59360,O,50.608350368
Hors intersection,6,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,86219,59360,O,50.608350368
Hors intersection,7,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,86264,59599,O,50.7254418902
Hors intersection,1,Autoroute,0,1,,3,,205,0,0,0,0,,,86293,59609,O,50.5731550754
Hors intersection,1,Autoroute,0,25,,3,,3,700,0,0,0,,,86395,59350,O,50.6317183168
Hors intersection,8,Voie Communale,0,0,,1,1,,,0,1,En courbe à gauche,,,86461,59350,O,50.6317183168
Intersection en T,5,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,86466,59457,O,50.6700813687
Intersection en T,8,Voie Communale,0,0,,1,2,,,0,1,Partie rectiligne,,,86478,59350,O,50.6317183168
Intersection en X,7,Voie Communale,0,0,,1,2,,,0,1,Partie rectiligne,,,86627,59599,O,50.7254418902
Hors intersection,5,Voie Communale,0,0,,2,2,,,Piste cyclable,1,Partie rectiligne,,,86672,59527,O,50.6597692969
Hors intersection,7,Voie Communale,0,0,0,1,2,,,0,4,En courbe à gauche,,,84658,59009,O,50.6324372393
Hors intersection,1,Autoroute,0,1,0,3,4,198,800,0,1,Partie rectiligne,,,84701,59560,O,50.5462914067
Hors intersection,1,Autoroute,0,1,0,3,4,201,500,0,1,Partie rectiligne,,,84702,59560,O,50.5462914067
Hors intersection,7,Voie Communale,0,0,0,2,3,,,0,1,Partie rectiligne,,,84753,59009,O,50.6324372393
Intersection en T,8,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,84788,59350,O,50.6317183168
Hors intersection,1,Route Départementale,0,656,0,3,4,1,500,0,1,Partie rectiligne,,,84824,59350,O,50.6317183168
Hors intersection,1,Autoroute,0,25,0,3,4,5,0,0,1,Partie rectiligne,,,84840,59350,O,50.6317183168
Hors intersection,8,Voie Communale,0,0,0,2,0,,,0,1,Partie rectiligne,,,84873,59350,O,50.6317183168
Intersection en T,7,Route Départementale,0,0,0,2,5,,,0,1,Partie rectiligne,,,84881,59009,O,50.6324372393
Intersection en T,8,Voie Communale,0,0,0,1,0,,,0,0,0,,,84883,59350,O,50.6317183168
Hors intersection,7,Route Départementale,Souterrain - tunnel,0,0,2,2,,,0,1,Partie rectiligne,,,84970,59009,O,50.6324372393
Hors intersection,6,Voie Communale,0,0,0,1,0,,,0,1,Partie rectiligne,,,85005,59378,O,50.6753348557
Intersection en X,8,Voie Communale,Carrefour aménagé,0,0,1,0,,,0,1,Partie rectiligne,,,85007,59350,O,50.6317183168
Hors intersection,1,Autoroute,0,25,0,3,4,13,100,0,1,Partie rectiligne,,,85017,59196,O,50.640484704
Hors intersection,6,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,85088,59378,O,50.6753348557
Giratoire,1,Route Départementale,Carrefour aménagé,0,0,2,1,,,0,1,Partie rectiligne,,,85099,59508,O,50.747350697
Hors intersection,1,Route Nationale,0,227,0,3,4,1,120,0,1,Partie rectiligne,,,85120,59009,O,50.6324372393
Autre intersection,6,Parc de stationnement ouvert à la circulation publique,0,0,0,2,2,,,0,1,Partie rectiligne,,,85151,59378,O,50.6753348557
Intersection en T,5,Voie Communale,Pont - autopont,0,0,1,1,,,0,3,Partie rectiligne,,,85173,59508,O,50.747350697
Hors intersection,8,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,85203,59350,O,50.6317183168
Hors intersection,5,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,85208,59560,O,50.5462914067
Intersection en X,8,Voie Communale,0,0,0,1,1,,,0,1,Partie rectiligne,,,85219,59350,O,50.6317183168
Intersection en X,8,Route Départementale,0,0,0,2,4,,,0,1,Partie rectiligne,,,85221,59350,O,50.6317183168
Hors intersection,6,Voie Communale,0,0,0,2,2,,,Bande cyclable,1,Partie rectiligne,,,85236,59410,O,50.6432478699
Intersection en X,8,Voie Communale,0,0,0,1,2,,,0,1,Partie rectiligne,,,85312,59350,O,50.6317183168
Intersection en X,8,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,85442,59350,O,50.6317183168
Hors intersection,1,Autoroute,0,22,0,3,4,24,800,0,0,0,,,85474,59426,O,50.7533162393
Intersection en X,8,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,85506,59350,O,50.6317183168
Intersection en X,8,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,85507,59350,O,50.6317183168
Intersection en X,6,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,85512,59410,O,50.6432478699
Intersection en X,6,Route Départementale,Carrefour aménagé,0,0,3,4,,,0,1,Partie rectiligne,,,85562,59378,O,50.6753348557
Giratoire,8,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,85576,59350,O,50.6317183168
Hors intersection,1,Autoroute,0,25,,3,6,4,0,0,0,0,,,86746,59350,O,50.6317183168
Hors intersection,8,Voie Communale,0,0,,2,2,,,0,1,En courbe à gauche,,,86784,59350,O,50.6317183168
Hors intersection,1,Parc de stationnement ouvert à la circulation publique,0,0,,2,1,,,0,1,Partie rectiligne,,,86890,59350,O,50.6317183168
Intersection en X,8,Voie Communale,0,0,,2,3,,,0,1,Partie rectiligne,,,86908,59350,O,50.6317183168
Hors intersection,5,Voie Communale,Carrefour aménagé,0,,1,2,,,0,1,En courbe à gauche,,,86915,59527,O,50.6597692969
Hors intersection,3,Route Départementale,0,0,,2,2,,,0,1,Partie rectiligne,,,86949,59470,O,50.6607863693
Hors intersection,1,Voie Communale,0,0,,3,2,,,0,1,Partie rectiligne,,,86984,59650,O,50.7056367285
Giratoire,1,Route Départementale,0,0,,2,2,,,0,1,Partie rectiligne,,,87037,59339,O,50.6813150077
Intersection en X,8,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,87056,59350,O,50.6317183168
Intersection en T,7,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,87067,59512,O,50.6879774811
Intersection en X,1,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,87081,59350,O,50.6317183168
Hors intersection,8,Voie Communale,0,0,,1,2,,,0,1,Partie rectiligne,,,87193,59350,O,50.6317183168
Hors intersection,8,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,87259,59350,O,50.6317183168
Intersection en X,7,Voie Communale,Carrefour aménagé,0,,2,2,,,0,1,Partie rectiligne,,,87288,59512,O,50.6879774811
Hors intersection,8,Voie Communale,0,0,,2,3,,,0,1,Partie rectiligne,,,87292,59350,O,50.6317183168
Intersection en T,5,Voie Communale,0,0,,1,1,,,0,1,Partie rectiligne,,,87302,59220,O,50.593618421
Intersection en X,5,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,87384,59527,O,50.6597692969
Hors intersection,8,Voie Communale,0,0,,3,2,,,0,1,Partie rectiligne,,,87418,59350,O,50.6317183168
Hors intersection,6,Voie Communale,0,0,,3,3,,,0,1,Partie rectiligne,,,87470,59378,O,50.6753348557
Intersection en X,7,Voie Communale,Pont - autopont,0,,2,3,,,0,1,Partie rectiligne,,,87486,59009,O,50.6324372393
Hors intersection,7,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,87557,59009,O,50.6324372393
Hors intersection,6,Route Départementale,0,0,,3,4,,,0,4,Partie rectiligne,,,87587,59368,O,50.6548883138
Hors intersection,6,Voie Communale,0,0,,3,2,,,0,1,Partie rectiligne,,,87593,59378,O,50.6753348557
Intersection en X,8,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,87617,59350,O,50.6317183168
Intersection en X,8,Voie Communale,0,0,,2,4,,,0,1,Partie rectiligne,,,87623,59350,O,50.6317183168
Hors intersection,8,Voie Communale,0,0,,2,4,,,0,1,Partie rectiligne,,,87644,59350,O,50.6317183168
Intersection en X,8,Voie Communale,0,0,0,1,1,,,0,1,Partie rectiligne,,,85713,59350,O,50.6317183168
Hors intersection,8,Voie Communale,Carrefour aménagé,0,0,1,1,,,0,1,En courbe à droite,,,85715,59350,O,50.6317183168
Intersection en X,6,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,85800,59378,O,50.6753348557
Hors intersection,8,Voie Communale,0,0,,1,2,,,0,1,En courbe à droite,,,86719,59350,O,50.6317183168
Hors intersection,1,Autoroute,0,1,0,3,6,201,700,0,1,0,,,448939,59560,O,50.5462914067
Hors intersection,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321980,59512,O,50.6879774811
Intersection en X,8,Voie Communale,0,0,0,3,4,,,0,1,Partie rectiligne,,,84770,59350,O,50.6317183168
Hors intersection,1,Route Départementale,0,652,0,3,4,13,520,0,2,Partie rectiligne,,,84806,59378,O,50.6753348557
Hors intersection,1,Route Nationale,0,351,0,3,4,0,100,0,1,Partie rectiligne,,,84807,59350,O,50.6317183168
Intersection en T,4,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,84861,59585,O,50.5706303055
Intersection en T,8,Voie Communale,0,0,0,1,1,,,0,1,Partie rectiligne,,,84863,59350,O,50.6317183168
Hors intersection,1,Route Nationale,0,351,0,3,4,0,500,0,1,Partie rectiligne,,,84914,59350,O,50.6317183168
Hors intersection,1,Route Départementale,0,656,0,3,4,0,400,0,2,Partie rectiligne,,,84940,59350,O,50.6317183168
Intersection en T,8,Voie Communale,0,0,0,1,1,,,0,1,Partie rectiligne,,,84969,59350,O,50.6317183168
Intersection en T,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,84974,59009,O,50.6324372393
Hors intersection,3,Voie Communale,Carrefour aménagé,0,0,1,2,,,0,1,En courbe à droite,,,84983,59196,O,50.640484704
Hors intersection,1,Parc de stationnement ouvert à la circulation publique,0,0,0,1,1,,,0,1,Partie rectiligne,,,84995,59009,O,50.6324372393
Giratoire,6,Voie Communale,0,0,0,0,0,,,0,0,0,,,85141,59378,O,50.6753348557
Hors intersection,1,Autoroute,0,25,0,3,4,13,380,0,1,Partie rectiligne,,,85193,59196,O,50.640484704
Intersection en X,8,Voie Communale,0,0,0,1,1,,,0,1,Partie rectiligne,,,85240,59350,O,50.6317183168
Hors intersection,1,Autoroute,0,22,0,3,4,0,200,0,1,Partie rectiligne,,,85282,59507,O,50.6044738955
Hors intersection,6,Voie Communale,0,0,0,3,5,,,0,1,Partie rectiligne,,,85317,59378,O,50.6753348557
Hors intersection,5,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,85327,59220,O,50.593618421
Hors intersection,6,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,85331,59328,O,50.6522053005
Hors intersection,6,Voie Communale,0,0,0,2,0,,,Bande cyclable,1,Partie rectiligne,,,85344,59368,O,50.6548883138
Hors intersection,1,Route Départementale,0,656,0,3,4,0,930,0,1,Partie rectiligne,,,85385,59350,O,50.6317183168
Hors intersection,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,85424,59009,O,50.6324372393
Intersection en X,8,Voie Communale,0,0,0,1,1,,,0,1,Partie rectiligne,,,85501,59350,O,50.6317183168
Intersection en X,8,Route Départementale,Pont - autopont,0,0,2,4,,,0,1,En courbe à droite,,,85504,59350,O,50.6317183168
Intersection en X,6,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,85552,59328,O,50.6522053005
Hors intersection,1,Autoroute,0,22,0,3,2,3,0,0,1,Partie rectiligne,,,84330,59346,O,50.6111691928
Hors intersection,1,Autoroute,0,25,0,3,2,0,900,0,1,Partie rectiligne,,,84343,59350,O,50.6317183168
Hors intersection,5,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,83130,59386,O,50.67409511
Intersection en X,4,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,83151,59316,O,50.5699205029
Hors intersection,1,Route Nationale,0,227,0,3,2,3,20,0,0,0,,,83185,59009,O,50.6324372393
Hors intersection,1,Route Nationale,0,227,0,3,2,2,0,0,0,0,,,83275,59009,O,50.6324372393
Intersection en T,7,Voie Communale,0,0,0,1,2,,,0,1,Partie rectiligne,,,83300,59009,O,50.6324372393
Hors intersection,8,Voie Communale,0,0,0,1,1,,,0,1,En courbe à gauche,,,83356,59350,O,50.6317183168
Intersection en X,8,Voie Communale,Bretelle d’échangeur ou de raccordement,0,0,1,2,,,Piste cyclable,1,En courbe à gauche,,,83521,59350,O,50.6317183168
Hors intersection,6,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,83575,59368,O,50.6548883138
Hors intersection,8,Voie Communale,0,0,0,2,2,,,Piste cyclable,1,Partie rectiligne,,,83589,59350,O,50.6317183168
Hors intersection,8,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,82884,59350,O,50.6317183168
Hors intersection,1,Route Nationale,Bretelle d’échangeur ou de raccordement,227,0,3,2,5,0,0,1,0,,,82979,59009,O,50.6324372393
Hors intersection,8,Route Départementale,0,0,0,1,3,,,Bande cyclable,1,Partie rectiligne,,,83001,59350,O,50.6317183168
Hors intersection,8,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,83049,59350,O,50.6317183168
Hors intersection,5,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,83050,59636,O,50.6957054596
Hors intersection,8,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,87789,59350,O,50.6317183168
Hors intersection,8,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,87988,59350,O,50.6317183168
Intersection en X,8,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,88258,59350,O,50.6317183168
Hors intersection,8,Voie Communale,0,0,,1,2,,,0,1,Partie rectiligne,,,88323,59350,O,50.6317183168
Hors intersection,8,Voie Communale,0,0,,1,1,,,0,1,Partie rectiligne,,,88349,59350,O,50.6317183168
Intersection en T,6,Voie Communale,0,0,,1,1,,,0,1,Partie rectiligne,,,88480,59650,O,50.7056367285
Intersection en X,7,Route Départementale,0,5,,1,2,,,0,1,0,,,88524,59599,O,50.7254418902
Hors intersection,7,Voie Communale,0,0,,1,2,,,0,1,Partie rectiligne,,,88559,59599,O,50.7254418902
Intersection en T,7,Voie Communale,0,0,,1,1,,,Piste cyclable,1,Partie rectiligne,,,88585,59599,O,50.7254418902
Hors intersection,1,Autoroute,0,22,,3,6,9,300,0,1,Partie rectiligne,,,88678,59009,O,50.6324372393
Hors intersection,8,Voie Communale,0,0,,2,4,,,Piste cyclable,1,Partie rectiligne,,,86907,59350,O,50.6317183168
Hors intersection,1,Route Départementale,0,656,,3,4,10,900,0,1,0,,,87009,59599,O,50.7254418902
