Type de Collision,Condition atmosphérique,Lumière,Situation de l’accident,Nombre de personnes tuées dans l'accident,Nombre de blessés hospitalisés (blessés graves) dans l'accident,Nombre de blessés légers dans l'accident,Nombre de personnes indemnes dans l'accident,Type numero,Numero,Distance metre,Libelle voie,Indice de gravité de l'accident,Nombre impliques,Organisme
7,Normale,Plein jour,1,0,0,1,0,,,,,0.43,1,1
3,Normale,Plein jour,1,0,0,1,1,1,1,0,MARNE AVENUE DE LA,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,0,0,HUGO VICTOR RUE,0.43,2,5
4,Normale,Plein jour,1,0,0,1,2,0,,0,AUTOROUTE A22,0.43,3,3
6,Normale,Plein jour,1,0,0,1,1,9,0,0,NATIONALE RUE N°RESTE IMPAIRS,0.43,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,1,1,1,11,0,BASSE RUE,0.43,2,5
1,Normale,Plein jour,1,0,0,1,1,9,0,0,BARBUSSE HENRI RUE,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,9,2,0,GHESQUIERE HENRI RUE,0.43,2,5
3,Normale,Crépuscule ou aube,1,0,0,1,2,1,143,0,DUNKERQUE (RUE DE),0.43,3,5
6,Normale,Plein jour,1,0,0,1,1,0,,0,ROUTE DEPARTEMENTALE 652,0.43,2,3
7,Pluie légère,Plein jour,1,0,0,1,0,0,,0,ROUTE DEPARTEMENTALE 656,0.43,1,3
3,Normale,Plein jour,1,0,0,1,1,1,340,0,MARNE AVENUE DE LA,0.43,2,5
6,Pluie forte,Nuit avec éclairage public non allumé,1,0,0,1,1,1,,0,SANS PEUR RUE JEAN N°1A69-2A112,0.43,2,5
6,Pluie forte,Plein jour,1,0,0,1,1,0,,0,ROUTE NATIONALE 227,0.43,2,3
7,Pluie forte,Plein jour,1,0,0,1,0,0,,0,ROUTE NATIONALE 227,0.43,1,3
6,Temps couvert,Plein jour,1,0,0,1,1,9,0,0,CARNOT SADI RUE,0.43,2,5
3,Normale,Nuit avec éclairage public allumé,1,0,0,1,1,9,,0,ALSACE BOULEVARD D,0.43,2,5
3,Normale,Nuit avec éclairage public non allumé,1,0,0,1,2,1,64985,0,GENERAL DE GAULLE (PLACE DU),0.43,3,5
2,Normale,Plein jour,1,0,0,1,1,1,86,0,MARQUILLIES RUE,0.43,2,5
6,Normale,Plein jour,1,0,0,1,0,1,180,0,FAUBOURG DE DOUAI N° RESTE,0.43,1,5
3,Pluie légère,Plein jour,1,0,0,1,2,,,,,0.43,3,3
2,Normale,Nuit avec éclairage public allumé,1,0,0,1,1,1,520,0,YPRES RUE D,0.43,2,5
1,Normale,Plein jour,1,0,0,1,1,1,0,0,GHESQUIERE (RUE HENRI),0.43,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,1,0,1,42,0,WAZEMMES RUE DE N°1 A 43-2 A 46,0.43,1,5
2,Normale,Plein jour,1,0,0,1,2,9,0,0,DOUMER PAUL RUE DU PRESIDENT,0.43,3,5
6,Normale,Crépuscule ou aube,1,0,0,1,0,,,,,0.43,1,3
3,Normale,Plein jour,1,0,0,1,1,,,,,0.43,2,3
6,Normale,Plein jour,1,0,0,1,0,0,,0,AUTOROUTE A25,0.43,1,3
3,Normale,Plein jour,1,0,0,1,2,9,0,0,FUSILLES RUE DES,0.43,3,5
6,Normale,Plein jour,1,0,0,1,1,1,56,0,STRASBOURG BOULEVARD,0.43,2,5
6,Pluie légère,Plein jour,1,0,0,1,1,,,,,0.43,2,3
3,Normale,Plein jour,1,0,0,1,1,1,0,0,AUGUSTINS RUE DES,0.43,2,5
6,Normale,Plein jour,1,0,0,1,0,1,49,0,MONT A CAMP AVENUE DE,0.43,1,5
2,Pluie forte,Plein jour,1,0,0,1,1,9,,0,YPRES RUE D,0.43,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,1,1,1,74,0,BOUVRY ROGER RUE,0.43,2,5
6,Normale,Plein jour,1,0,0,1,0,9,,0,DUNKERQUE AVENUE,0.43,1,5
2,Pluie légère,Nuit avec éclairage public allumé,1,0,0,1,1,9,0,0,TOURNAI BOULEVARD DE,0.43,2,5
6,Pluie légère,Nuit avec éclairage public allumé,1,0,0,1,1,0,,0,ROUTE DEPARTEMENTALE 656,0.43,2,3
6,Normale,Plein jour,1,0,0,1,0,0,,0,AUTOROUTE A25,0.43,1,3
6,Normale,Plein jour,1,0,0,1,1,1,0,0,MARNE AVENUE DE LA,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,0,0,DE GAULLE RUE DU GENERAL,0.43,2,5
6,Normale,Plein jour,1,0,0,1,2,1,0,0,FUSILLES RUE DES,0.43,3,5
6,Normale,Plein jour,1,0,0,1,1,1,129,0,CLEMENCEAU BLVD (N°2-138),0.43,2,5
6,Pluie légère,Plein jour,1,0,0,1,1,1,3400,0,YPRES RUE D,0.43,2,5
6,Normale,Crépuscule ou aube,1,0,0,1,1,1,0,0,GANDHI RUE,0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,1,6,0,DE GAULLE RUE DU GENERAL,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,135,0,ROUBAIX RUE DE,0.43,2,5
7,Normale,Plein jour,0,0,0,1,0,0,,0,AUTOROUTE A22,0.43,1,3
6,Pluie légère,Plein jour,1,0,0,1,0,1,7,0,MARNE AVENUE DE LA,0.43,1,5
6,Normale,Plein jour,1,0,0,1,1,1,0,0,CHAMPAGNE RUE DE,0.43,2,5
7,Normale,Plein jour,1,0,0,1,0,0,,0,AUTOROUTE A25,0.43,1,3
6,Normale,Plein jour,4,0,0,1,1,,,,,0.43,2,1
6,Pluie légère,Plein jour,1,0,0,1,1,1,12,0,CALMETTE BV.DU DOCTEUR,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,130,0,WAZEMMES RUE DE N°63-78 A FIN,0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,9,0,0,OUEST BOULEVARD DE L,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,9,0,0,JARDINS RUE N°   RESTE,0.43,2,5
7,Normale,Plein jour,1,0,0,1,1,9,0,0,PORTE DE DOUAI  METRO,0.43,2,5
6,Normale,Plein jour,1,0,0,1,0,9,0,0,LION D'OR RUE PONT DU,0.43,1,5
2,Normale,Nuit avec éclairage public allumé,1,0,0,1,2,1,150,0,DOUAI RUE,0.43,3,5
6,Normale,Plein jour,1,0,0,1,0,1,1,0,CORDONNIER DENIS AVENUE,0.43,1,5
2,Normale,Plein jour,1,0,0,1,2,9,0,0,SCHUMAN (RUE ROBERT),0.43,3,5
6,Pluie forte,Plein jour,1,0,0,1,1,0,,0,ROUTE NATIONALE 351,0.43,2,3
6,Pluie forte,Plein jour,1,0,0,1,2,0,,0,AUTOROUTE A27,0.43,3,3
6,Pluie forte,Plein jour,1,0,0,1,0,0,,0,ROUTE NATIONALE 351,0.43,1,3
6,Normale,Plein jour,1,0,0,1,1,9,0,0,Pont Neuf,0.43,2,5
3,Normale,Nuit avec éclairage public allumé,1,0,0,1,2,9,,0,PLAT RUE,0.43,3,5
6,Normale,Plein jour,1,0,0,1,0,1,41,0,SCHUMAN ROBERT RUE,0.43,1,5
6,Normale,Plein jour,1,0,0,1,1,1,5,0,TILLEULS RUE DES,0.43,2,5
7,Normale,Plein jour,1,0,0,1,0,0,,0,AUTOROUTE A25,0.43,1,3
3,Normale,Plein jour,1,0,0,1,1,1,250,0,DE GAULLE RUE DU GENERAL,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,0,0,NATIONALE RUE N°RESTE PAIRS,0.43,2,5
6,Normale,Plein jour,1,0,0,1,3,0,,0,AUTOROUTE A25,0.43,4,3
7,Normale,Plein jour,3,0,0,1,0,0,,0,AUTOROUTE A25,0.43,1,3
3,Normale,Plein jour,1,0,0,1,2,1,73,0,DE LA BOURDONNAYE ANNE RUE DU GAL,0.43,3,5
7,Normale,Plein jour,1,0,0,1,0,1,0,0,QUESNOY RUE DE,0.43,1,5
6,Normale,Plein jour,1,0,0,1,0,1,1,0,HEM RUE D,0.43,1,5
3,Normale,Crépuscule ou aube,1,0,0,1,1,1,59,0,ROITELET (RUE DU),0.43,2,5
7,Pluie forte,Plein jour,1,0,0,1,0,0,,0,AUTOROUTE A1,0.43,1,3
3,Normale,Plein jour,1,0,0,1,1,1,214,0,LECLERC RUE DU GENERAL,0.43,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,1,1,1,,0,MONTEBELLO BD PAIRS DE 78 A 196,0.43,2,5
6,Normale,Plein jour,5,0,0,1,1,1,51,0,PORT RUE N°2 A 88-1 A 47,0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,9,0,0,ACCES A1,0.43,2,5
7,Normale,Plein jour,0,0,0,1,0,1,3435,0,YPRES RUE D,0.43,1,5
3,Normale,Plein jour,1,0,0,1,1,1,85,0,NATIONALE RUE N°2 A 178B-1 A 171,0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,0,,0,AUTOROUTE A22,0.43,2,3
6,Pluie légère,Plein jour,1,0,0,1,0,0,,0,ROUTE NATIONALE 356,0.43,1,3
4,Normale,Plein jour,1,0,0,1,2,0,,0,AUTOROUTE A25,0.43,3,3
6,Normale,Nuit avec éclairage public allumé,1,0,0,1,1,1,267,0,REPUBLIQUE AVENUE DE LA N°76 A 292 ET N°,0.43,2,5
6,Normale,Plein jour,1,0,0,1,3,0,,0,AUTOROUTE A1,0.43,4,3
6,Normale,Crépuscule ou aube,1,0,0,1,1,9,0,0,18 JUIN AVENUE DU,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,93,0,NATIONALE RUE,0.43,2,5
6,Normale,Crépuscule ou aube,1,0,0,1,0,1,1,0,LIBERTE AVENUE DE LA,0.43,1,5
3,Normale,Plein jour,1,0,0,1,0,2,1,0,LILLE (RUE DE),0.43,1,5
2,Normale,Plein jour,1,0,0,1,1,9,,0,ESQUERMES RUE D N° 54 A 154,0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,9,0,0,ENCHEMONT BOULEVARD DU BOIS D,0.43,2,5
2,Normale,Nuit avec éclairage public allumé,1,0,0,1,1,1,45,0,BESANCON (RUE DE),0.43,2,5
6,Normale,Plein jour,1,0,0,1,2,1,0,0,DAME RUE DU GENERAL,0.43,3,5
6,Normale,Crépuscule ou aube,1,0,0,1,0,1,0,0,SARAJEVO RUE DES ENFANTS,0.43,1,5
3,Normale,Nuit avec éclairage public allumé,1,0,0,1,1,1,1,0,INDUSTRIELLE AVENUE,0.43,2,5
6,Pluie légère,Nuit sans éclairage public,1,0,0,1,0,0,,0,AUTOROUTE A22,0.43,1,3
3,Normale,Plein jour,1,0,1,1,1,1,,0,ARMENTIERES  (RUE D' ),11.23,3,5
1,Pluie légère,Plein jour,1,0,1,1,0,1,110,0,WATTIGNIES RUE DE,11.23,2,5
6,Normale,Plein jour,1,0,1,1,1,1,55,0,HENTGES JOSEPH BOULEVARD,11.23,3,5
6,Normale,Plein jour,1,0,1,1,1,1,61,0,HUGO VICTOR  BVD N°2 A 102,11.23,3,5
1,Normale,Plein jour,1,0,1,1,1,1,,0,WAZEMMES RUE DE N?1 / 43-2 / 46,11.23,3,5
6,Pluie légère,Plein jour,1,0,0,1,1,1,1,0,BOUCHERY HENRI RUE,0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,1,1,0,COUTURE RUE DE LA,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,2,1,0,CORNEILLE (RUE),0.43,2,5
1,Pluie légère,Plein jour,1,0,0,1,1,2,1,0,VOLTAIRE (RUE),0.43,2,5
6,Temps éblouissant,Plein jour,1,0,0,1,1,1,175,0,DE GAULLE RUE DU GENERAL,0.43,2,5
6,Normale,Plein jour,1,0,0,1,0,1,520,0,MAROTTE CEHMIN DE LA,0.43,1,5
7,Normale,Plein jour,0,0,0,1,0,1,664,0,CROIX DU BAC (RUE DE LA ),0.43,1,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,1,1,1,0,0,MELANTOIS RUE,0.43,2,5
6,Normale,Plein jour,1,0,0,1,0,1,41,0,CORNEILLE RUE,0.43,1,5
6,Temps couvert,Plein jour,1,0,0,1,1,9,0,0,HIPPODROME AV DE L N°134 AU 240,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,,,,,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,8,0,REPUBLIQUE PLACE DE LA,0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,2,1,0,LECLERC (BOULEVARD DU GENERAL),0.43,2,5
6,Pluie forte,Crépuscule ou aube,1,0,0,1,0,0,,0,AUTOROUTE A1,0.43,1,3
3,Pluie légère,Nuit avec éclairage public allumé,5,0,0,1,1,9,,0,SCHUMAN ROBERT AVENUE,0.43,2,5
4,Normale,Plein jour,1,0,0,1,4,0,,0,AUTOROUTE A22,0.43,5,3
6,Pluie légère,Plein jour,1,0,0,1,1,0,,0,AUTOROUTE A25,0.43,2,3
3,Normale,Plein jour,1,0,0,1,1,1,169,0,HIPPODROME AV DE L N°169 AU 135,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,5,0,BLUM LEON RUE,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,0,0,COLISEE AVENUE DU,0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,2,1,0,NATIONS UNIES (AVENUE DES),0.43,2,5
6,Pluie légère,Nuit avec éclairage public allumé,1,0,0,1,0,0,,0,AUTOROUTE A25,0.43,1,3
6,Pluie légère,Nuit avec éclairage public allumé,1,0,0,1,1,0,,0,ROUTE NATIONALE 356,0.43,2,3
4,Normale,Plein jour,1,0,0,1,3,9,0,0,PORTE DES POSTES  METRO,0.43,4,5
3,Normale,Plein jour,1,0,0,1,1,1,66,0,NATIONALE RUE N°2 A 178B-1 A 171,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,94,0,CORNEILLE RUE,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,9,0,POMPIDOU G. RUE DU PDT.7 A 141,0.43,2,5
3,Normale,Plein jour,4,0,0,1,1,9,0,0,BAILLY ALBERT RUE,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,86,0,ARRAS RUE D,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,0,0,CHATEAUDUN RUE DE,0.43,2,5
7,Normale,Plein jour,3,0,0,1,0,,,,,0.43,1,3
4,Normale,Plein jour,1,0,0,1,3,,,,,0.43,4,3
3,Normale,Plein jour,1,0,0,1,1,1,,0,FAIDHERBE (RUE ),0.43,2,5
6,Normale,Plein jour,1,0,0,1,0,1,68,0,BARATTE GASTON RUE,0.43,1,5
6,Normale,Plein jour,1,0,0,1,1,1,100,0,DESMAZIERES RUE,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,,,,,0.43,2,3
3,Normale,Crépuscule ou aube,1,0,0,1,1,1,270,0,LILLE (RUE DE)MENIN A 8 MAI 1945,0.43,2,5
6,Pluie légère,Crépuscule ou aube,1,0,0,1,0,9,0,0,CHEVAL BLANC RUE DU,0.43,1,5
6,Normale,Plein jour,1,0,0,1,1,0,,0,ROUTE DEPARTEMENTALE 652,0.43,2,3
5,Pluie légère,Plein jour,1,0,0,1,2,0,,0,ROUTE NATIONALE 227,0.43,3,3
6,Normale,Plein jour,1,0,0,1,2,1,114,0,FOCH AVENUE N°2-130,0.43,3,5
1,Temps éblouissant,Crépuscule ou aube,1,0,0,1,1,9,0,0,TESTELIN (RUE ACHILLE),0.43,2,5
2,Normale,Plein jour,1,0,0,1,2,9,0,0,STRASBOURG BOULEVARD,0.43,3,5
6,Normale,Plein jour,1,0,0,1,1,9,0,0,VERTE RUE,0.43,2,5
2,Normale,Plein jour,1,0,0,1,1,1,1,0,KIMPE PAUL RUE,0.43,2,5
3,Pluie légère,Plein jour,1,0,0,1,1,1,1,0,ROUSSEAU JEAN JACQUES RUE,0.43,2,5
7,Normale,Plein jour,1,0,0,1,0,0,,0,ROUTE DEPARTEMENTALE 652,0.43,1,3
7,Normale,Nuit avec éclairage public allumé,1,0,0,1,0,1,17,0,PEUPLE BELGE AVENUE DU,0.43,1,5
7,Normale,Plein jour,1,0,0,1,0,1,35,0,PRINCIPALE RUE,0.43,1,5
2,Normale,Plein jour,1,0,0,1,2,0,,0,AUTOROUTE A25,0.43,3,3
3,Normale,Plein jour,1,0,0,1,1,1,49,0,TREMIERE RUE,0.43,2,5
6,Normale,Plein jour,1,0,0,1,0,1,810,0,DUNKERQUE AVENUE,0.43,1,5
7,Normale,Plein jour,1,0,0,1,0,9,0,0,VERDUN BVD N°  RESTE,0.43,1,5
6,Normale,Plein jour,1,0,0,1,1,1,20,0,LEBAS JEAN BAPTISTE BOULEVARD,0.43,2,5
2,Normale,Plein jour,1,0,0,1,2,1,1,0,OUEST BOULEVARD DE L,0.43,3,5
6,Pluie légère,Nuit avec éclairage public allumé,3,0,0,1,1,9,,0,MULLIER JEAN BAPTISTE RUE,0.43,2,5
2,Normale,Nuit avec éclairage public allumé,1,0,0,1,2,1,23,0,HENTGES JOSEPH BOULEVARD,0.43,3,5
2,Normale,Nuit avec éclairage public allumé,1,0,0,1,1,9,,0,BERNOS RUE,0.43,2,5
6,Normale,Plein jour,0,0,0,1,0,9,0,0,BONDUES RUE DE,0.43,1,5
6,Normale,Plein jour,1,0,0,1,1,1,14,0,RASPAIL RUE,0.43,2,5
1,Normale,Nuit sans éclairage public,1,0,0,1,1,2,1,0,SAILLY (RUE DE),0.43,2,5
6,Pluie légère,Nuit avec éclairage public allumé,1,0,0,1,1,9,0,0,BREUCQ BOULEVARD DU,0.43,2,5
6,Normale,Nuit avec éclairage public allumé,0,0,0,1,1,1,360,0,GAMBETTA LEON RUE,0.43,2,5
6,Normale,Nuit avec éclairage public non allumé,1,0,0,1,0,1,0,0,MASSENA RUE N°  RESTE,0.43,1,5
6,Neige - grêle,Plein jour,1,0,0,1,2,9,,0,CAUMARTIN RUE N°2 A 46-1 A 151,0.43,3,5
3,Normale,Plein jour,1,0,0,1,1,2,1,0,NATIONS UNIES (AVENUE DES),0.43,2,5
2,Normale,Plein jour,1,0,0,1,1,1,13,0,CLEMENCEAU RUE,0.43,2,5
6,Normale,Plein jour,0,0,0,1,1,,,,,0.43,2,5
2,Normale,Plein jour,1,0,0,1,1,2,1,0,CARNOT (RUE),0.43,2,5
1,Neige - grêle,Nuit avec éclairage public allumé,1,0,0,1,1,1,1,0,BELLE PROMENADE (RUE DE LA),0.43,2,5
6,Normale,Plein jour,1,0,0,1,0,2,1,0,WEPPE (RUE CLAUDE),0.43,1,5
6,Pluie légère,Crépuscule ou aube,1,0,0,1,1,9,0,0,Barthélémy Delespaul,0.43,2,5
6,Pluie légère,Plein jour,1,0,0,1,3,9,0,0,JAURES JEAN RUE,0.43,4,5
6,Normale,Plein jour,1,0,0,1,2,1,1,0,HOSPICE (RUE DE L'),0.43,3,5
6,Normale,Plein jour,1,0,0,1,1,1,,0,STRASBOURG BOULEVARD,0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,1,11,0,SCHUMAN ROBERT AVENUE,0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,9,0,0,TOURNAI PONT DE,0.43,2,5
2,Normale,Plein jour,1,0,0,1,1,9,,0,SANGNIER MARC AVENUE,0.43,2,5
3,Normale,Nuit avec éclairage public allumé,1,0,0,1,2,0,,0,AUTOROUTE A1,0.43,3,3
6,Normale,Plein jour,1,0,0,1,1,9,0,0,LAFARGUE PAUL RUE,0.43,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,1,1,1,0,0,CHEVALERIE RUE DE LA,0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,1,294,0,NATIONALE RUE N°RESTE PAIRS,0.43,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,1,0,9,0,0,AN 40 RUE DE L,0.43,1,5
3,Normale,Plein jour,1,0,0,1,1,9,,0,DE LATTRE DE TASSIGNY RUE MAL,0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,2,2,0,PAVILLONS RUE DES,0.43,2,5
6,Normale,Plein jour,1,0,0,1,2,1,0,0,BONTE AUGUSTE RUE,0.43,3,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,1,0,1,65,0,GUESDE JULES RUE,0.43,1,5
3,Normale,Nuit avec éclairage public allumé,1,0,0,1,1,2,1,0,LACORDAIRE,0.43,2,5
3,Normale,Plein jour,1,0,0,1,0,9,0,0,JACQUART,0.43,1,5
7,Normale,Plein jour,1,0,0,1,1,1,757,0,DUNKERQUE AVENUE,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,9,,0,SOLFERINO RUE N°1 A 159,0.43,2,5
2,Brouillard - fumée,Plein jour,1,0,0,1,1,1,545974,0,PONTCEAU (RUE DU),0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,32,0,MAUBEUGE RUE N°1 A 17-34 A FIN,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,104,0,QUESNOY RUE DE,0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,1,108,0,CAMBRAI RUE DE N°PAIRS,0.43,2,5
6,Normale,Plein jour,0,0,0,1,1,1,71,0,ARRAS RUE D,0.43,2,5
6,Normale,Plein jour,1,0,0,1,0,1,1,0,FORT MAHON LIEU DIT,0.43,1,5
6,Normale,Plein jour,1,0,0,1,2,0,,0,AUTOROUTE A25,0.43,3,3
6,Normale,Plein jour,1,0,0,1,1,0,,0,ROUTE DEPARTEMENTALE 652,0.43,2,3
6,Normale,Plein jour,1,0,0,1,1,1,0,0,LEBAS JEAN BAPTISTE RUE,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,185,0,FOCH RUE DU MARECHAL,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,464,0,DUNKERQUE AVENUE,0.43,2,5
6,Normale,Plein jour,1,0,0,1,2,1,0,0,,0.43,3,5
6,Normale,Plein jour,1,0,0,1,1,9,0,0,CLEMENCEAU BLVD (N°2-138),0.43,2,5
3,Pluie légère,Plein jour,1,0,0,1,1,2,1,0,GRANDE RUE,0.43,2,5
3,Pluie légère,Nuit avec éclairage public allumé,1,0,0,1,1,9,0,0,CLEMENCEAU BLVD (N°146-258),0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,127,0,CARNOT SADI RUE,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,9,0,0,CLEMENCEAU BLVD (N°1-23),0.43,2,5
2,Temps éblouissant,Plein jour,1,0,0,1,2,1,44,0,FUSILLES RUE DES DU N° 2 A 110,0.43,3,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,1,0,1,2,0,DE GAULLE AVENUE DU GAL,0.43,1,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,1,2,9,,0,CARNOY RUE DE LA N°2 AU 164,0.43,3,5
6,Pluie légère,Plein jour,1,0,0,1,2,0,,0,AUTOROUTE A1,0.43,3,3
6,Normale,Plein jour,1,0,0,1,1,9,,0,REGNAULT HENRI RUE,0.43,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,1,1,1,0,0,DE GAULLE RUE DU GENERAL,0.43,2,5
3,Normale,Plein jour,1,0,0,1,2,1,220,0,HIPPODROME AV DE L N°134 AU 240,0.43,3,5
1,Normale,Plein jour,1,0,1,0,1,2,1,0,MAGENTA (RUE),10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,2,1,0,JAURES (AVENUE JEAN),10.8,2,5
3,Normale,Nuit avec éclairage public allumé,1,0,1,0,1,9,0,0,BOURGOGNE (RUE DE LA),10.8,2,5
6,Normale,Plein jour,4,0,1,0,1,2,1,0,ROUGET DE LISLE (RUE),10.8,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,1,0,1,2,1,0,GRANDE RUE,10.8,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,1,0,0,2,1,0,HEM (RUE D'),10.8,1,5
3,Normale,Plein jour,1,0,1,0,1,2,1,0,VANHOUTTE (RUE LEONIE),10.8,2,5
3,Normale,Plein jour,1,0,1,0,0,9,0,0,FIVES (RUE DE),10.8,1,5
3,Normale,Plein jour,1,0,1,0,1,2,1,0,ALMA  (RUE DE L)',10.8,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,1,0,1,2,1,0,FLANDRE  (RUE DE),10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,2,1,0,LECLERC (BOULEVARD DU GENERAL),10.8,2,5
6,Normale,Nuit sans éclairage public,1,0,1,0,0,,,,,10.8,1,1
6,Normale,Plein jour,1,0,1,0,1,1,696,0,JAURES JEAN RUE,10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,2,1,0,GRAND PLACE,10.8,2,5
2,Normale,Nuit avec éclairage public allumé,1,0,1,0,1,2,1,0,ISABEAU DE ROUBAIX (RUE),10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,2,1,0,DE ROUBAIX (RUE PIERRE),10.8,2,5
2,Normale,Plein jour,1,0,1,0,1,2,1,0,MEUNIER (RUE),10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,2,1,0,GRAND COTTIGNIES (AVENUE DU),10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,2,1,0,VAN DER MEERSCH (AVENUE MAXENCE),10.8,2,5
7,Pluie légère,Nuit avec éclairage public allumé,1,0,1,0,0,9,0,0,ROOSEVELT (RUE FRANKLIN),10.8,1,5
6,Normale,Plein jour,1,0,1,0,0,2,1,0,JOUHAUX (RUE LEON),10.8,1,5
6,Normale,Plein jour,1,0,1,0,1,1,160,0,WATT (CHAUSSEE),10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,9,,0,NOTRE AVENUE LE,10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,2,,0,VANRULLEN (RUE DES FRERES),10.8,2,5
6,Pluie légère,Plein jour,3,0,1,0,0,,,,,10.8,1,1
6,Normale,Plein jour,1,0,1,0,1,2,1,0,ROCROI (RUE DE),10.8,2,5
3,Normale,Plein jour,1,0,1,0,2,2,1,0,LOUCHEUR (RUE LOUIS),10.8,3,5
3,Normale,Plein jour,1,0,1,0,1,2,1,0,LACROIX (RUE BOULEVARD),10.8,2,5
6,Normale,Nuit avec éclairage public allumé,3,0,1,0,2,9,0,0,PAPIN (CHAUSSEE DENIS),10.8,3,5
6,Normale,Crépuscule ou aube,1,0,1,0,0,1,0,0,inkermann,10.8,1,5
6,Normale,Plein jour,1,0,0,1,1,9,,0,CARNOT SADI BV. N° IMPAIRS,0.43,2,5
6,Normale,Plein jour,1,0,0,1,0,2,1,0,DEPORTES (RUE DES),0.43,1,5
6,Pluie légère,Nuit avec éclairage public non allumé,1,0,0,1,1,0,,0,AUTOROUTE A27,0.43,2,3
3,Normale,Nuit avec éclairage public allumé,1,0,0,1,2,9,0,0,REPUBLIQUE AV DE LA ( N°501-825),0.43,3,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,1,1,1,,0,VENGEUR RUE VAISSEAU LE,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,0,,0,AUTOROUTE A1,0.43,2,3
6,Pluie légère,Plein jour,1,0,0,1,0,0,,0,ROUTE NATIONALE 227,0.43,1,3
2,Normale,Nuit avec éclairage public allumé,1,0,0,1,1,0,,0,AUTOROUTE A25,0.43,2,3
6,Normale,Nuit avec éclairage public allumé,3,0,0,1,0,,,,,0.43,1,1
6,Pluie légère,Nuit avec éclairage public allumé,1,0,0,1,0,0,,0,ROUTE NATIONALE 351,0.43,1,3
3,Normale,Plein jour,1,0,0,1,1,1,159,0,SOLFERINO RUE N°1 A 159,0.43,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,1,0,0,,0,AUTOROUTE A25,0.43,1,3
